movie_title,year
Bran Nue Dae ,2009.0
Here on Earth ,2018.0
Romantic Schemer ,2015.0
Boyz n the Hood ,1991.0
May ,
Raise Your Voice ,2004.0
Une Femme Mariée ,1964.0
La Bamba ,1987.0
Against the Wild ,2013.0
Dark Blue ,2002.0
Dressed to Kill ,1980.0
The Work and the Story ,2003.0
Living Dark: The Story of Ted the Caver ,2013.0
Boat Trip ,2002.0
The Adventures of Huck Finn ,1993.0
The Gallows ,2015.0
Conquest of the Planet of the Apes ,1972.0
In Bruges ,2008.0
Eraserhead ,1977.0
Peeples ,
Go ,2024.0
Over the Hill to the Poorhouse ,1920.0
The In Crowd ,2000.0
In the Bedroom ,2001.0
Friends with Money ,2006.0
Hollywood Shuffle ,1987.0
Three Burials ,2005.0
I Spit on Your Grave ,2010.0
The Andromeda Strain ,1971.0
Penitentiary ,1979.0
Idle Hands ,1999.0
"Happy, Texas ",1999.0
Bats ,1999.0
The Lost Skeleton of Cadavra ,2001.0
Transsiberian ,2008.0
My Summer of Love ,2004.0
Nowhere in Africa ,2001.0
The Lunchbox ,2013.0
"Dude, Where's My Dog?! ",2014.0
The Clan of the Cave Bear ,1986.0
The Work and the Glory II: American Zion ,2005.0
Yes ,2008.0
Indie Game: The Movie ,2012.0
Crazy in Alabama ,1999.0
Aberdeen ,2000.0
From Here to Eternity ,1953.0
District B13 ,2004.0
Tracker ,2024.0
Closure ,2007.0
Foolish ,1999.0
Echo Dr. ,2013.0
The Assassin ,1993.0
Control ,2023.0
Caramel ,2007.0
The Past is a Grotesque Animal ,2014.0
Good Bye Lenin! ,2003.0
Buffalo Soldiers ,1997.0
The Bubble ,2022.0
"Peace, Propaganda & the Promised Land ",2004.0
The Damned United ,2009.0
Mississippi Mermaid ,1969.0
Silent Trigger ,1996.0
Mallrats ,1995.0
Winnie Mandela ,2011.0
Grease ,1978.0
All the Queen's Men ,2021.0
Butch Cassidy and the Sundance Kid ,1969.0
Mary Poppins ,1964.0
The Good Night ,2007.0
Pi ,1998.0
Automata ,2014.0
West Side Story ,2021.0
20 Dates ,1998.0
Dungeons & Dragons: Wrath of the Dragon God ,2005.0
The Wood ,1999.0
Queen Crab ,2015.0
Chiamatemi Francesco - Il Papa della gente ,2015.0
A Nightmare on Elm Street 5: The Dream Child ,1989.0
Super Size Me ,2004.0
Shinjuku Incident ,2009.0
The Wrestler ,2008.0
The FP ,2011.0
Pandaemonium ,2000.0
Duel in the Sun ,1946.0
The Brain That Wouldn't Die ,1962.0
Sarah's Key ,2010.0
Tiger Orange ,2014.0
Best in Show ,2000.0
Freedom ,2023.0
Absentia ,2017.0
Escape from New York ,1981.0
Slumdog Millionaire ,2008.0
The Brothers McMullen ,1995.0
School Daze ,1988.0
Fatal Attraction ,1987.0
Hayride ,2012.0
Crocodile Dundee II ,1988.0
Daddy Day Camp ,2007.0
Counting ,2012.0
Broken Horses ,2015.0
Sliding Doors ,1998.0
The Call of Cthulhu ,2005.0
Cool Runnings ,1993.0
Tales from the Hood ,1995.0
Bending Steel ,2013.0
Stomp the Yard ,2007.0
The Last King of Scotland ,2006.0
The Signal ,2024.0
The Spy Who Loved Me ,1977.0
Halloween 5 ,1989.0
The Image Revolution ,2014.0
Urban Legend ,1998.0
Dolphins and Whales 3D: Tribes of the Ocean ,2008.0
This Is Martin Bonner ,2013.0
White Fang ,1991.0
Pollock ,2000.0
A True Story ,2004.0
Jonah: A VeggieTales Movie ,2002.0
200 Cigarettes ,1999.0
Poetic Justice ,1993.0
George Washington ,1984.0
College ,2021.0
All About the Benjamins ,2002.0
Dawn of the Crescent Moon ,2014.0
Miss March ,2009.0
Hedwig and the Angry Inch ,2001.0
Raymond Did It ,2011.0
Vampire in Brooklyn ,1995.0
"Run, Hide, Die ",2012.0
Only the Strong ,1993.0
Exorcist II: The Heretic ,1977.0
Novocaine ,2025.0
The Legend of God's Gun ,2007.0
An American Haunting ,2005.0
The Wackness ,2008.0
Her Cry: La Llorona Investigation ,2013.0
My Boss's Daughter ,2003.0
Clerks ,1994.0
Beastmaster 2: Through the Portal of Time ,1991.0
Our Family Wedding ,2010.0
Pink Narcissus ,1971.0
The 5th Quarter ,2010.0
Tea with Mussolini ,1999.0
The Greatest ,2024.0
In the Company of Men ,1997.0
Thinner ,1996.0
Snow Flower and the Secret Fan ,2011.0
Crooklyn ,1994.0
Manito ,2002.0
Lucky Break ,2001.0
Jason X ,2001.0
Slacker ,1990.0
11:14 ,2003.0
Head Over Heels ,2001.0
Dutch Kills ,2015.0
Men of War ,1994.0
Fun Size ,2012.0
Dry Spell ,2018.0
Catch a Fire ,2006.0
The Ridges ,2011.0
Soul Survivors ,2001.0
The Puffy Chair ,2005.0
Jefferson in Paris ,1995.0
Stories of Our Lives ,2014.0
Reign of Assassins ,2010.0
Breaking Upwards ,2009.0
The Lucky Ones ,2024.0
All Superheroes Must Die ,2011.0
Flipped ,2010.0
Pink Flamingos ,1972.0
Clueless ,1995.0
Clean ,2021.0
The Sea Inside ,2004.0
The Circle ,2020.0
The Last Godfather ,2010.0
Tin Can Man ,2007.0
Justin Bieber: Never Say Never ,2011.0
The Cure ,2018.0
Save the Last Dance ,2001.0
Sanctuary; Quite a Conundrum ,2012.0
A Nightmare on Elm Street 4: The Dream Master ,1988.0
Primer ,2004.0
Young Guns ,1988.0
Cavite ,2005.0
About Last Night ,1986.0
El Mariachi ,1992.0
The Mongol King ,2005.0
Newlyweds ,2003.0
A Plague So Pleasant ,2013.0
My Date with Drew ,2004.0
